SK_ID_CURR,PREDICTION,TARGET
322265,0.09472245502154852,0
448911,0.2016705617904547,0
101695,0.11815662442373391,0
151038,0.0706640049058542,0
309649,0.022936913503134374,0
303669,0.003879232330737765,0
102660,0.006026984849516931,0
444693,0.005883285743259891,0
127025,0.7303667228822449,0
229935,0.0042232406249968595,0
233581,0.08849291376164888,0
317020,0.08838038179531198,0
433170,0.040698305048976424,0
310009,0.16873072557470778,0
210503,0.009206221768223314,0
359161,0.06849803145201586,0
112279,0.36244685217515293,0
362477,0.030400347877773785,0
194670,0.6878453026746013,0
328858,0.17288912005305643,0
147648,0.02275714296175466,0
160566,0.12844901843740517,0
365940,0.09017723496575732,0
150171,0.7487818823388176,0
295458,0.7145875620708925,0
361931,0.10315784593509879,0
245491,0.08120632418574678,0
407157,0.034683758860580956,0
278513,0.16550040352154205,0
251782,0.07049713103576126,0
366194,0.02224943385503746,0
273346,0.5748667239201835,0
390175,0.013848276227142442,0
159433,0.04019699855758704,0
222371,0.12129309350399595,0
136485,0.017988861872330043,0
349188,0.026929619276110286,0
315013,0.06312931538757346,0
376100,0.01237684826895169,0
328523,0.1254562133990645,0
232966,0.03310939957484367,0
292488,0.5258793538305297,0
369448,0.5508084776365108,0
318627,0.5540342805862294,0
133017,0.36335562163555507,0
220261,0.5773869628069466,0
222433,0.019451846752401775,0
217761,0.15101675671660308,0
161896,0.028206183992973755,0
287085,0.0861361625069234,0
202068,0.3185573249074633,0
359184,0.05391252399546645,0
155539,0.019114665216642252,0
248589,0.34433715572954743,0
304396,0.40242284458122624,0
122589,0.16327263760736072,0
430947,0.1640042363930072,0
294925,0.053072756585947393,0
384700,0.17648251315335228,0
108627,0.112663176800599,0
230522,0.05247894131074892,0
320665,0.4220847915862415,0
408452,0.03795000476169885,0
277952,0.0037909042011392735,0
333787,0.18852860074140945,0
123959,0.13095428861314526,0
151330,0.32685200621501687,0
168044,0.0596714558921332,0
191911,0.5162717878179676,0
164495,0.10590202671311849,0
106519,0.1139139279322348,0
328476,0.20529838872070377,0
101179,0.5827900662421501,0
300192,0.0040033992911966245,0
222058,0.16672201042833754,0
102328,0.2462992499685483,0
348542,0.1871580100449387,0
104995,0.008918057579432112,0
165279,0.05191651269890345,0
335891,0.14504969871495185,0
203994,0.006086841209233316,0
115166,0.02569230902751132,0
284175,0.06930158202669587,0
130767,0.8368002177464512,0
375784,0.14552976818309538,0
335559,0.046965064165275405,0
100546,0.1998200236834966,0
391082,0.0396831213135676,0
206495,0.045156934684581033,0
149854,0.07281390654376578,0
117834,0.04429424516104919,0
431035,0.0038457877087797296,0
396909,0.009485375633908086,0
134344,0.03271405634203428,0
436027,0.151091170408603,0
337533,0.2510786590406998,0
107816,0.48078685820242945,0
112532,0.12631379304571244,0
254647,0.012530914614370425,0
203482,0.31547812522518004,0
418577,0.07606168462921696,0
325806,0.019079076542690764,0
319206,0.26396284875406906,0
257425,0.13554003629404235,0
175106,0.0060899775902264735,0
230063,0.7319666514321396,0
392957,0.18269688578561144,0
346898,0.8516867825064185,0
256710,0.09393192688613326,0
298666,0.00997038640148945,0
422180,0.006559294901686719,0
400320,0.15043794592580692,0
117708,0.03807763740717649,0
400053,0.5620677098067036,0
241721,0.10574843954542451,0
101888,0.08949801268846641,0
452350,0.001630608900166691,0
195582,0.8552612521323909,0
356920,0.08358571330293094,0
325050,0.03727397636313041,0
380369,0.0364182652714227,0
130071,0.13879263512662163,0
137553,0.35945810768747644,0
201448,0.09432741189112094,0
374817,0.28710141463279676,0
430100,0.1931425839637474,0
347263,0.8709520012570254,0
324648,0.3030015457475382,0
355220,0.06920617662553497,0
197469,0.27786014476806886,0
367019,0.2107849287257343,0
198789,0.017398934986748237,0
444875,0.2042466142991082,0
376071,0.025839087025560068,0
297574,0.06691834355797792,0
163025,0.2632745728668295,0
203582,0.15383760675806077,0
164698,0.007356278130410565,0
433280,0.070735214072919,0
259231,0.011774865176810098,0
222210,0.044419757495912475,0
292366,0.17246982558230414,0
161286,0.3932213033587657,0
362372,0.1050776396168929,0
377707,0.01884800111976383,0
226694,0.06882686739507116,0
315961,0.29573679369363964,0
415807,0.5545489251348134,0
318671,0.02836478533410419,0
285959,0.25084313042448475,0
277804,0.0353414666365521,0
301679,0.034726867690092256,0
306747,0.019048965688946515,0
114902,0.054753956350760025,0
374863,0.5258517710273164,0
118067,0.8585432504645291,0
126779,0.21616917411274342,0
102181,0.018618013064005363,0
319105,0.08690831402800353,0
270177,0.3219113275440254,0
334788,0.028787926151613116,0
168742,0.6737354269982071,0
159401,0.10058168897527657,0
248516,0.3743582249329545,0
368773,0.01008932148176114,0
383456,0.039150270198600776,0
263692,0.3124685627199007,0
319369,0.4301651394770852,0
221736,0.20266067390181158,0
301581,0.015503755721898216,0
413856,0.26761767232283756,0
236760,0.05659416324120044,0
337575,0.11694284588660336,0
143591,0.019165092275592793,0
262037,0.046676482705981084,0
301357,0.057962484536932674,0
385756,0.027417619130920376,0
285003,0.04767447080870261,0
201430,0.0058952840370878785,0
202707,0.011773124852804942,0
248500,0.1556954873920367,0
403258,0.02860163484554461,0
234632,0.6808103806807492,0
231184,0.0394472543880986,0
292960,0.03839336736926179,0
287095,0.3023855367901769,0
293017,0.012468476751547839,0
394283,0.2330594306271725,0
358322,0.04584454322706737,0
397247,0.34372002147286324,0
435630,0.19972396258963157,0
110660,0.46187043763300883,0
206333,0.6834586211242754,0
101752,0.029136103702980944,0
291267,0.05332755775198512,0
448381,0.15454615793230525,0
138493,0.11859382968802787,0
113495,0.29503479961822715,0
137671,0.03915714120516186,0
220736,0.6022911534547096,0
274956,0.19077447602639921,0
453956,0.7595909166782651,0
241582,0.169155451857013,0
240953,0.1022608041471879,0
220725,0.01835312692938071,0
232696,0.02080110281679251,0
169849,0.13657594463986897,0
265617,0.0809006153471848,0
309877,0.30952232729672147,0
118719,0.4444075579580122,0
393951,0.0028708780182621144,0
452265,0.10561285745376427,0
202164,0.03557128797958727,0
402788,0.457675228662018,0
385150,0.016297927236613233,0
301617,0.4895928780687359,0
440685,0.07629753035862213,0
222794,0.19407302035312698,0
406933,0.017332364418002615,0
451963,0.1195380612250746,0
438705,0.008470878517291997,0
249854,0.146506866631652,0
359457,0.14856704051408395,0
216690,0.13577628085621138,0
149030,0.02344890849602308,0
347998,0.02643278881387118,0
225396,0.244412899423501,0
422714,0.01735680093521615,0
141864,0.01798068614283221,0
424750,0.028249097154320064,0
419504,0.24151201197567768,0
202933,0.5991896854219724,0
129601,0.260997495642853,0
150904,0.17805333460234568,0
335680,0.8148395995128018,0
167676,0.014619741851111626,0
348728,0.005847156011108975,0
261076,0.37626713457919087,0
142044,0.19349008628616227,0
288265,0.06441714673163342,0
331006,0.2738788422279958,0
263790,0.0617587596696227,0
250078,0.060730797612559305,0
396467,0.2709387077231667,0
137821,0.5779284590512266,0
200784,0.6410433822928934,0
335300,0.03180742564187058,0
445503,0.003918325921889887,0
415864,0.047560485273434996,0
296560,0.014758786107252047,0
188600,0.07342871257906818,0
407289,0.01952124075398022,0
248852,0.22406905092327783,0
365334,0.7886104509498174,0
253349,0.039669515553779906,0
278014,0.0062444815038975145,0
391436,0.0411628124980268,0
312312,0.031111717422076843,0
432066,0.09133288301795474,0
432633,0.03431493277586336,0
447321,0.034399663801612614,0
140466,0.09226874040431893,0
427849,0.028389164915638473,0
316380,0.004166556992484481,0
212932,0.27108532707078964,0
301438,0.315921233898672,0
374907,0.05012541560664463,0
132913,0.461560998863896,0
200923,0.28467910298372645,0
220144,0.6178804188101354,0
455455,0.012079434818366538,0
355128,0.1013579373731248,0
227580,0.3058456400946756,0
409082,0.019749294682383123,0
270635,0.0343489893002585,0
454297,0.3366418995872844,0
251847,0.030632123326471476,0
434794,0.011727023264060147,0
377061,0.06048233008612417,0
372780,0.22910209377212404,0
353292,0.06422678566947292,0
176897,0.8843816818315491,0
258519,0.29612095472665007,0
434455,0.012920107495068585,0
395949,0.00435715703188308,0
207362,0.6771600518774793,0
283367,0.07546040004471968,0
332416,0.012232214846644454,0
302934,0.3956773726409862,0
115612,0.06711902821798975,0
252662,0.026590458103084556,0
276157,0.38073170957760916,0
215173,0.1469380893835125,0
137622,0.07927162067012766,0
351031,0.0415018060141043,0
167845,0.06765113255817364,0
385562,0.09628750115866343,0
363862,0.16009872026094923,0
207513,0.6622868868355561,0
325659,0.7286735663482199,0
432410,0.0659285481982505,0
281300,0.008034603669121242,0
333301,0.015569732575109827,0
416732,0.19977203621052608,0
184343,0.21266348215335887,0
246966,0.23426542556336308,0
284006,0.038576445192803635,0
250941,0.13697746581287193,0
253725,0.8531831117494395,0
418939,0.02010516221720246,0
309839,0.047595942058531675,0
158501,0.44579400618891557,0
232042,0.03821429190299466,0
160361,0.07640920394282333,0
211261,0.7200634826949684,0
407708,0.10946747407097684,0
416789,0.10434102727493229,0
397208,0.12497790888861662,0
235931,0.22337233747705698,0
284849,0.2967264602680467,0
345454,0.13351627535110677,0
114590,0.016582251304219846,0
351872,0.1816713331634466,0
171599,0.7744852317286979,0
305594,0.5948226727391841,0
216287,0.003154798591765309,0
193072,0.020093144907122704,0
222388,0.15812916304522776,0
192884,0.46479387118738946,0
429153,0.058466418255509876,0
427942,0.05697566181178924,0
154322,0.01731183210858957,0
297275,0.6059520990804029,0
111886,0.005933085561646886,0
390257,0.049891724855537466,0
285166,0.1226839689585611,0
330099,0.11155433769383918,0
190036,0.0160856365669694,0
373941,0.016731253468604334,0
219747,0.2159668984651938,0
130042,0.11778396289059384,0
353070,0.13524255286612025,0
167759,0.19223363576589592,0
253033,0.004126851404027833,0
236336,0.2699582313445596,0
225359,0.03289267645561352,0
384902,0.03367992781566419,0
250476,0.24891723676238786,0
266882,0.16399493883515862,0
353394,0.05681144445742443,0
415329,0.006973447601369203,0
221534,0.06009346156490674,0
358844,0.0974184538249825,0
146062,0.03142443201133183,0
105149,0.020046205929016684,0
413252,0.7669196466065108,0
282319,0.20669827625403994,0
230734,0.10480472072741141,0
160004,0.07102959068910233,0
361480,0.42831553897186186,0
186861,0.06465340673077354,0
164132,0.020497687612744526,0
263913,0.15388607128302192,0
154889,0.8661748831659324,0
344670,0.08185671730467828,0
300863,0.11167518670252687,0
206748,0.44105874837076137,0
211056,0.49298496280257387,0
180555,0.10329158559246569,0
417352,0.005023455269093824,0
265149,0.10138549214287083,0
394644,0.7060796078446993,0
139444,0.48185337038608733,0
176975,0.08835417008436516,0
102186,0.022664569361435023,0
154981,0.006605056182890939,0
397979,0.11909609836114324,0
424987,0.8557333025289073,0
262708,0.021269567436876906,0
222330,0.2505447227737901,0
434274,0.5606820504066923,0
144175,0.05860589706934108,0
314301,0.049112204140524064,0
214939,0.06169537221342104,0
240128,0.9135922412392441,0
326254,0.01336380923878717,0
112825,0.530722320722256,0
440729,0.6368073272685308,0
420541,0.1419947535418048,0
416354,0.057389152567167465,0
211835,0.036413141336692295,0
455356,0.1740128379663795,0
317320,0.004967159952763855,0
412960,0.052137453260834965,0
188202,0.033690913635225174,0
415641,0.6848058760563843,0
299059,0.18027965958227632,0
252443,0.13200327529692213,0
327142,0.02380835381570214,0
330780,0.7070284687003515,0
216031,0.07645824573114876,0
436823,0.5914147995897321,0
406065,0.055502628532094284,0
118224,0.1588236007475235,0
407901,0.08414732104575469,0
235676,0.013221375415881366,0
210836,0.4610008176166625,0
103326,0.09189563676459055,0
362114,0.15988753692958402,0
229178,0.03351604734252113,0
272576,0.24789192117975165,0
361069,0.11436953972340752,0
124444,0.037643233477627325,0
454870,0.31951826690372875,0
299649,0.03002356206137463,0
263746,0.3435484926322115,0
107191,0.3426106812404574,0
401776,0.02598238578474635,0
433843,0.47454796877716765,0
363908,0.1450314852548069,0
221982,0.08866486595221756,0
184278,0.004099290810269151,0
112919,0.5900643258957192,0
370910,0.05261166176950681,0
394472,0.22476270391657766,0
393800,0.23504322168348335,0
106012,0.025188213818344428,0
310143,0.159479140337062,0
357320,0.006153898605529376,0
359596,0.12784928473341614,0
413193,0.15506537785827745,0
188920,0.46223281115351034,0
423806,0.06295669205592608,0
375121,0.04133674559088467,0
411106,0.11670738933542892,0
410767,0.007581590214801655,0
413057,0.07766679181563414,0
277902,0.2223072906059254,0
291074,0.14222469795534087,0
247279,0.03330690018056209,0
354127,0.004731099402805238,0
392779,0.6320694546991906,0
302935,0.0018621598024945746,0
203480,0.4566811976293565,0
284204,0.6587364991941462,0
421232,0.0406649720145045,0
420830,0.2242379087197602,0
195366,0.014278045821315175,0
230857,0.09301327356521351,0
325340,0.46673295822347105,0
412794,0.09290080015638663,0
369710,0.3570953284954756,0
131670,0.6529759691872703,0
224806,0.08808041616364026,0
216381,0.20920843439037318,0
327937,0.13237078949869963,0
172081,0.12170289452361581,0
218073,0.4033154982239549,0
309683,0.0034149926108970065,0
289773,0.4256805975889446,0
197002,0.015243951497586767,0
247668,0.009156033622002936,0
288698,0.008658379044443077,0
188908,0.5851899113100394,0
194990,0.43651252552107644,0
368430,0.024930521598665153,0
231402,0.011190977920584861,0
451260,0.005199740579654302,0
150384,0.10865469243270467,0
139701,0.0855828879542995,0
177594,0.105228984774267,0
277011,0.11462879746086058,0
322747,0.09785944624342079,0
358991,0.16406576551261634,0
227560,0.009169597537569218,0
278845,0.16219362585823607,0
392426,0.08384653603838835,0
428818,0.04870844192137492,0
112723,0.09730806647837476,0
339125,0.21319490983413975,0
362771,0.03786428648210917,0
305582,0.14625394225778146,0
136074,0.050252387244484,0
149332,0.07491906188979609,0
201014,0.07386563362472529,0
384004,0.27693484544901636,0
277092,0.05838431509016528,0
148012,0.053518150578291776,0
295996,0.3122416418244612,0
232888,0.042680388126943754,0
277563,0.04040714589512578,0
196284,0.06816820450744351,0
166359,0.09730675768443835,0
434584,0.03270565764569502,0
331699,0.13181192220491117,0
205785,0.07308105471825815,0
220529,0.167115059102282,0
450518,0.7880586304643418,0
204045,0.04738736119006537,0
331930,0.6761220524666942,0
114143,0.21244200859461065,0
352031,0.1511180920423494,0
261239,0.637754482796873,0
163075,0.07900361351826103,0
101246,0.02417972968775147,0
167472,0.0175935455770546,0
417121,0.002407536305869104,0
255817,0.19998488544016726,0
153992,0.512051911552538,0
362744,0.037938208151479955,0
417229,0.03527186657571084,0
186905,0.02565825449580517,0
280803,0.006115204366735942,0
306744,0.005888345977326525,0
442011,0.05899705656385863,0
420504,0.10766068704263407,0
245540,0.032838991366154736,0
326931,0.2988739693821174,0
143674,0.014164117309730637,0
385754,0.0600392314057157,0
398998,0.05637021277108732,0
124030,0.17455397873798217,0
138079,0.034749242242333576,0
162762,0.2755499780966725,0
276361,0.39136711504058563,0
264172,0.07164666547697825,0
295969,0.13884298574696916,0
429726,0.023073202628000763,0
434099,0.1767012571238668,0
167715,0.0309367803949043,0
425046,0.056001326846062925,0
157600,0.09032747416725137,0
199668,0.20511796225631393,0
119403,0.5984300523074179,0
262508,0.38913602256803104,0
450461,0.017275622164057466,0
347426,0.5393233789807739,0
153709,0.41123308021088467,0
220112,0.01414835444197993,0
126936,0.7806989344593865,0
236538,0.48040444947207595,0
118751,0.17516541120795245,0
255628,0.03971395962510907,0
292434,0.05744565247220851,0
375313,0.006501504493761824,0
380854,0.039375728858935366,0
101445,0.13442063582780525,0
213971,0.6927706303933668,0
207587,0.049250484800943184,0
391583,0.06477767514000504,0
229547,0.02230644144843242,0
221112,0.04654121165114323,0
276249,0.060407892701502174,0
179823,0.4054279227858394,0
136167,0.1828153993478888,0
140820,0.14468850232772715,0
145341,0.021480111158237343,0
384304,0.3101155248169789,0
327831,0.003530175572559389,0
334118,0.023399648895442125,0
206422,0.017830692722467623,0
104716,0.11741591082142971,0
403999,0.024391659877452534,0
434409,0.02129646180830971,0
407444,0.07802632597410543,0
340846,0.6211033782466076,0
117856,0.0014401105516022746,0
212096,0.03061081669370559,0
371285,0.45056370986365424,0
412419,0.0701215896665772,0
155146,0.1875926416226332,0
404778,0.06671880072907949,0
432057,0.2092132549890161,0
133603,0.10132436517057584,0
384518,0.0765441745778878,0
421031,0.032197604254353474,0
291250,0.04207540479676939,0
379130,0.013722466483551115,0
215964,0.17439862283021274,0
426438,0.009559846919263362,0
204246,0.02560157044118343,0
103965,0.07439669251600775,0
383887,0.9056580410394708,0
306098,0.6136427531493579,0
315563,0.013816464301926895,0
122240,0.15015400417282698,0
107728,0.06531348991700252,0
436239,0.5008114528927188,0
340314,0.6284625098204553,0
454006,0.0542366933239458,0
157410,0.1016002963592452,0
175965,0.19926752878192955,0
452359,0.395758365522617,0
193691,0.18597603672163873,0
134617,0.010838471383115115,0
382247,0.6965256512624531,0
395869,0.0642017602668697,0
321775,0.009697053355376482,0
440187,0.09188584357708948,0
437402,0.7872668922199761,0
429663,0.10194903594464462,0
290716,0.07242709412241874,0
451043,0.22340660498128775,0
256726,0.6629280466817444,0
169853,0.06554151719705371,0
320389,0.5198872318546585,0
280652,0.228601127075113,0
443074,0.2908520781871725,0
283807,0.6794830076901366,0
245338,0.03887375298155875,0
285774,0.37572303507535343,0
195994,0.35555972469750596,0
228463,0.09240200590060695,0
318967,0.005220715456910989,0
331833,0.6958985746127343,0
334716,0.05754519928646909,0
440665,0.5634347011366274,0
177230,0.168856569912107,0
152481,0.26797030738307354,0
256791,0.17569072622623894,0
313234,0.6859111910797724,0
132810,0.07230534209212346,0
407638,0.13040454500524726,0
431101,0.013659754784286557,0
109387,0.0013322067901404065,0
295503,0.15950331420603744,0
186978,0.04891943954762141,0
101963,0.12360747976035459,0
438901,0.16973965808623817,0
400953,0.6957318335051674,0
345293,0.019548334094426276,0
455401,0.18792634600344385,0
138228,0.15465702636018996,0
101837,0.019180130459639965,0
167362,0.42855975698879817,0
361716,0.375982343750087,0
411983,0.7677919532757176,0
392691,0.013227699148564726,0
133419,0.04146621687429594,0
449644,0.45818529656326495,0
216321,0.5305392965177634,0
216617,0.055857328586711434,0
298080,0.16261177184595443,0
234836,0.03733468997932219,0
416751,0.05215122413882093,0
179169,0.5968574644451149,0
286936,0.009296380617832806,0
203987,0.047896767207455344,0
124633,0.2312360092716215,0
139821,0.2590432091059714,0
107682,0.052898394128663526,0
203136,0.07387542394253896,0
327570,0.25820021907639734,0
341030,0.08072460458060308,0
447757,0.2838237032351843,0
194120,0.025259119834102128,0
245588,0.17199399920088643,0
355947,0.008754278019744563,0
242883,0.06055452233579611,0
213991,0.07939931034933487,0
146370,0.0016307536979674807,0
419968,0.32446584672159284,0
415831,0.2654468135947018,0
174766,0.00925794739270938,0
273645,0.0077944575137199055,0
264847,0.05016967543575552,0
309799,0.6581861316315537,0
309615,0.026369150778452952,0
220074,0.03220298268849338,0
311546,0.24534849204847636,0
404332,0.5030348669565302,0
247988,0.8865511830733315,0
147629,0.018532480830566377,0
412768,0.7603414575312274,0
334028,0.008714231100611867,0
377048,0.4242531466763522,0
209635,0.01314437825789672,0
303682,0.006567917677724463,0
280088,0.6003530561142102,0
161189,0.5600863814347307,0
106711,0.42136909519459126,0
220059,0.006594986727271598,0
205969,0.24712973963223925,0
426497,0.09450767224665865,0
402022,0.028086794628634473,0
311452,0.28296301893148934,0
411605,0.8341278925554743,0
419206,0.2019174707494014,0
442251,0.8647385856843278,0
278102,0.09682999898827566,0
439407,0.11968254063062773,0
140916,0.6491865323824381,0
334544,0.04172739891854827,0
350207,0.0008856141849516119,0
289885,0.3268390193759132,0
121217,0.06674513513313746,0
103416,0.368375304208286,0
362059,0.026040541929192976,0
267613,0.0847637621590823,0
156515,0.2756806792311141,0
277600,0.2941796506548846,0
173524,0.14994624765076228,0
112572,0.35921545455648013,0
184059,0.030177047263792844,0
169727,0.24219289394075252,0
113916,0.04626936086458523,0
302945,0.015203758022419545,0
132796,0.0062981205179912115,0
220055,0.10824861898522535,0
301113,0.06533986796891737,0
430968,0.028723496833141807,0
350238,0.2816194106348064,0
351847,0.2995957907680984,0
274528,0.06622802868084861,0
162703,0.538190319915609,0
122919,0.054566386822281356,0
373662,0.18312523035716988,0
323514,0.15356284335767847,0
307394,0.0009747424156565732,0
383251,0.015170516628888464,0
345720,0.043578363615650165,0
376018,0.7063765813689687,0
346592,0.47791401793018673,0
207135,0.9224007205992854,0
269723,0.01845707191199319,0
282101,0.8122646762953473,0
282569,0.016874479957300216,0
440624,0.16941747039619073,0
224064,0.008122484214498123,0
317399,0.4090503261125375,0
263233,0.06999926143263492,0
373147,0.3515815494517747,0
161860,0.6635255571569837,0
119845,0.1427080051218139,0
142952,0.08619955886525164,0
255216,0.18115936025864238,0
332923,0.0947950635011689,0
180044,0.005111561728481186,0
173029,0.3784517199380962,0
453112,0.07232674219655792,0
153405,0.08922374509099056,0
267919,0.16149119054777,0
173905,0.25859505666534116,0
426252,0.23516877565784003,0
435687,0.02709265573436547,0
257674,0.6881745069351036,0
330229,0.10811588281190246,0
436164,0.10237352293850398,0
248553,0.10014669995216223,0
385658,0.04534605256103001,0
423350,0.28192611219617636,0
346990,0.020373120544868683,0
324740,0.6933364962716376,0
277353,0.07678560227935297,0
170020,0.8356447382357716,0
115946,0.06069686523273304,0
190997,0.5496975531206569,0
443798,0.04871770181871709,0
225917,0.4571529836712682,0
129752,0.258461225008092,0
293993,0.06274998683805226,0
195976,0.012764028054853438,0
236934,0.05491725515054237,0
283959,0.7737827303916189,0
146686,0.7483112890198369,0
386394,0.05238462732015039,0
257699,0.044467292657208723,0
130923,0.8876913496945644,0
217724,0.03101416308626641,0
299066,0.009552991775805602,0
250025,0.02017818831823848,0
320951,0.2662860227192257,0
130304,0.27827076427568936,0
251406,0.020774416705412507,0
292820,0.027621092262742456,0
168120,0.6638051494980511,0
201183,0.14610097700235625,0
373046,0.009507620496926395,0
277925,0.0828493509168075,0
415169,0.4652992427111138,0
206178,0.1932624105445353,0
293293,0.15044799590990007,0
218821,0.06478530996607543,0
293450,0.10859626955365279,0
400738,0.08482394445035725,0
174336,0.3348355840020117,0
109426,0.1627407866076077,0
336712,0.010532473504827236,0
300541,0.07895599036319516,0
228450,0.10178578993760755,0
288285,0.11253230202995428,0
307545,0.12843428880459845,0
234263,0.33086430899508046,0
137771,0.005602151010660814,0
211812,0.2979398948668094,0
302025,0.2797935880976949,0
317504,0.11679852698163448,0
373611,0.030821268248259044,0
295416,0.34394649907155156,0
213708,0.22073452128967924,0
159828,0.7866637296549539,0
411647,0.549040515060147,0
381986,0.013523471324507624,0
